,id,resolution,release_year,interaction_type,-log(kd/ki),binding_type,binding_affinity
413,2hrp,2.2,1997,protein-ligand,,kd,19.11382792451231
414,2aac,1.6,1997,protein-ligand,2.22,kd,5.115995809754082
415,1irs,,1997,protein-ligand,,kd,12.02375108873622
416,1mpa,2.6,1997,protein-ligand,,kd,18.514991423423606
417,1nox,1.59,1997,protein-ligand,,kd,16.223456166616145
418,1lfo,2.3,1997,protein-ligand,,kd,15.424948470398375
419,1uvt,2.5,1997,protein-ligand,7.64,ki,17.58777162101726
420,1qbt,2.1,1997,protein-ligand,10.62,ki,24.452967285580602
421,1qbr,1.8,1997,protein-ligand,10.57,ki,24.335184249924218
422,1ajq,2.05,1997,protein-ligand,4.31,ki,9.923690259853647
423,1qbu,1.8,1997,protein-ligand,10.24,ki,23.57057810538213
424,1ai7,2.5,1997,protein-ligand,4.09,ki,9.408791310700021
425,1ai6,2.55,1997,protein-ligand,,ki,9.142681723502369
426,4vgc,2.1,1997,protein-ligand,,ki,15.87907875048782
427,1hxb,2.3,1997,protein-ligand,9.92,ki,22.843529373146502
428,1sqc,2.85,1997,protein-ligand,,ki,15.781623414337107
429,3mbp,1.7,1997,protein-ligand,,ki,15.648092021712584
430,1ai5,2.36,1997,protein-ligand,3.72,ki,8.573763542904631
431,1ad8,2.0,1997,protein-ligand,,ki,15.201804919084164
432,1dmp,2.0,1997,protein-ligand,9.55,ki,21.996231512759298
433,1qbs,1.8,1997,protein-ligand,9.47,ki,21.80207549831834
434,1pau,2.5,1997,protein-ligand,,ki,21.77308796144509
435,2kce,2.2,1997,protein-ligand,,ki,14.215988124561399
436,1hpo,2.5,1997,protein-ligand,9.22,ki,21.234091460712403
437,1af2,2.3,1997,protein-ligand,,ki,7.1308988302963465
438,1vgc,1.9,1997,protein-ligand,,ki,13.633189001170319
439,1yds,2.2,1997,protein-ligand,5.92,ki,13.633189001170319
440,3gss,1.9,1997,protein-ligand,5.82,ki,13.41004544985611
441,1dub,2.5,1997,protein-ligand,,ki,13.345506928718539
442,1uvu,2.8,1997,protein-ligand,,ki,11.512925464970229
443,2gss,1.9,1997,protein-ligand,4.94,ki,11.37316352259507
444,1ajx,2.0,1997,protein-ligand,7.91,ki,18.2218298852072
445,2rkm,1.8,1997,protein-ligand,3.9,ki,8.987196820661973
446,1h4n,2.0,1997,protein-ligand,,ki,11.330603908176274
447,3aid,2.5,1997,protein-ligand,6.86,ki,15.803284911118286
448,1aid,2.2,1997,protein-ligand,4.82,ki,11.107460356862065
449,1al7,2.6,1997,protein-ligand,,ki,17.95067711470663
450,1ajv,2.0,1997,protein-ligand,7.72,ki,17.773577501893826
451,1ajn,2.36,1997,protein-ligand,2.63,ki,6.066188093303919
452,1fwe,2.0,1997,protein-ligand,,ki,12.89921982609012
453,1vfn,2.15,1997,protein-ligand,5.6,ki,12.89921982609012
454,1juy,2.5,1997,protein-ligand,,ki,17.632223383588094
455,1vot,2.5,1997,protein-ligand,,ki,15.201804919084164
456,1ydr,2.2,1997,protein-ligand,5.52,ki,12.716898269296165
457,3vgc,1.67,1997,protein-ligand,,ki,12.68088783177313
458,1ai4,2.35,1997,protein-ligand,2.5,ki,5.766722274430075
459,7upj,2.0,1997,protein-ligand,8.49,ki,19.56011502714073
460,1anf,1.67,1997,protein-ligand,,ki,12.562747589468906
461,1al8,2.2,1997,protein-ligand,,ki,12.24689464005043
462,1fax,3.0,1997,protein-ligand,,ki,17.0096937702421
463,6upj,2.34,1997,protein-ligand,6.32,ki,14.549479733044475
464,1ydt,2.3,1997,protein-ligand,7.32,ki,16.85206482603852
465,1uvs,2.8,1997,protein-ligand,,ki,12.429216196844383
466,2vgc,1.8,1997,protein-ligand,,ki,12.064573083256475
467,1ajp,2.31,1997,protein-ligand,2.23,ki,5.141313617738372
468,1amk,1.83,1997,protein-ligand,4.3,ki,9.903487552536129
469,1ml1,2.6,1997,protein-ligand,,ki,9.864266839382847
470,1tom,1.8,1997,protein-ligand,8.3,ki,19.11382792451231
471,1sme,2.7,1997,protein-ligand,,ki,18.931506367718356
472,5upj,2.3,1997,protein-ligand,7.12,ki,16.4057777234101
473,2jxr,2.4,1997,protein-ligand,7.05,ki,16.223456166616145
474,1rtf,2.3,1997,protein-ligand,3.04,ki,7.002065958453378
475,1bm2,2.1,1998,protein-ligand,,ic50,16.022785471153995
476,2pax,2.4,1998,protein-ligand,,ic50,15.5303089860562
477,1vik,2.4,1998,protein-ligand,,ic50,21.927238641272346
478,4aig,2.0,1998,protein-ligand,,ic50,15.01948336229021
479,4pax,2.8,1998,protein-ligand,,ic50,14.73180128983843
480,1a2c,2.1,1998,protein-ligand,,ic50,14.508657738524219
481,1bmb,1.8,1998,protein-ligand,,ic50,14.172185501903007
482,1aq7,2.2,1998,protein-ligand,,ic50,13.9208710736221
483,1bl4,1.9,1998,protein-ligand,,ic50,20.135479172044292
484,1fgi,2.5,1998,protein-ligand,,ic50,11.512925464970229
485,2aig,2.6,1998,protein-ligand,,ic50,11.512925464970229
486,3pax,2.4,1998,protein-ligand,,ic50,11.512925464970229
487,3aig,2.8,1998,protein-ligand,,ic50,13.815510557964274
488,1agw,2.4,1998,protein-ligand,,ic50,10.819778284410283
489,2qwg,1.8,1998,protein-ligand,,ic50,8.377431249041079
490,1bji,2.0,1998,protein-ligand,,ic50,20.030118656386467
491,1bmq,2.5,1998,protein-ligand,,ic50,17.085679677220025
492,1ao8,,1998,protein-ligand,,ic50,18.931506367718356
493,1skj,2.0,1998,protein-ligand,,ic50,11.86960040890896
494,1err,2.6,1998,protein-ligand,,ic50,18.682045508086773
495,1a5v,1.9,1998,protein-ligand,,ic50,7.1308988302963465
496,1akv,2.0,1998,protein-ligand,,kd,26.67550967090111
497,1b7h,2.0,1998,protein-ligand,8.02,kd,18.471974038339916
498,1b6h,1.8,1998,protein-ligand,7.82,kd,18.0152156358442
499,1a4k,2.4,1998,protein-ligand,8.0,kd,18.420680743952367
500,3pcj,2.13,1998,protein-ligand,7.22,kd,16.62892127472431
501,1b1h,1.8,1998,protein-ligand,7.03,kd,16.190666343793154
502,1ax2,1.95,1998,protein-ligand,,kd,9.180781569734638
503,1b39,2.1,1998,protein-ligand,,kd,15.935774094164366
504,1bcj,2.1,1998,protein-ligand,,kd,8.517193191416238
505,1b0h,1.9,1998,protein-ligand,6.7,kd,15.424948470398375
506,1b38,2.0,1998,protein-ligand,6.6,kd,15.185931569927874
507,1a7x,2.0,1998,protein-ligand,,kd,22.33270374938051
508,1a09,2.0,1998,protein-ligand,,kd,15.424948470398375
509,3pck,2.13,1998,protein-ligand,6.7,kd,15.424948470398375
510,1x11,2.5,1998,protein-ligand,,kd,14.954944841152638
511,220l,1.85,1998,protein-ligand,,kd,7.824046010856292
512,223l,1.9,1998,protein-ligand,,kd,7.824046010856292
513,1a07,2.2,1998,protein-ligand,,kd,14.73180128983843
514,1a1b,2.2,1998,protein-ligand,,kd,14.73180128983843
515,1a1c,2.4,1998,protein-ligand,,kd,14.73180128983843
516,1ax1,1.95,1998,protein-ligand,,kd,7.571343657300538
517,1bcu,2.0,1998,protein-ligand,3.28,kd,7.542633551418106
518,2nmb,,1998,protein-ligand,,kd,14.450388830400243
519,1wdn,1.94,1998,protein-ligand,6.3,kd,14.508657738524219
520,1b3h,2.0,1998,protein-ligand,6.21,kd,14.293546358907275
521,1axz,1.95,1998,protein-ligand,,kd,7.35874090239211
522,1a9q,2.0,1998,protein-ligand,6.17,kd,14.20117303877626
523,1ax0,1.9,1998,protein-ligand,3.13,kd,7.200784957760513
524,1akq,1.9,1998,protein-ligand,,kd,20.95898817046748
525,1akr,1.58,1998,protein-ligand,,kd,20.921716775670248
526,1jmg,2.2,1998,protein-ligand,6.07,kd,13.978029487462049
527,1jmi,2.5,1998,protein-ligand,,kd,13.954772625297782
528,1b5h,1.9,1998,protein-ligand,6.01,kd,13.845969765448983
529,1a4h,2.5,1998,protein-ligand,,kd,13.633189001170319
530,1aj6,2.3,1998,protein-ligand,,kd,13.633189001170319
531,1lvk,1.9,1998,protein-ligand,,kd,13.633189001170319
532,1yet,1.9,1998,protein-ligand,5.92,kd,13.633189001170319
533,1bbz,1.65,1998,protein-ligand,,kd,13.41004544985611
534,1vwn,1.85,1998,protein-ligand,,kd,13.41004544985611
535,1jmf,2.5,1998,protein-ligand,5.77,kd,13.284882306902103
536,1gux,1.85,1998,protein-ligand,,kd,16.022785471153995
537,1b3l,2.0,1998,protein-ligand,5.89,kd,13.553146293496782
538,1b3f,1.8,1998,protein-ligand,6.89,kd,15.85573138649083
539,1af6,2.4,1998,protein-ligand,,kd,4.199705077879927
540,1azg,,1998,protein-ligand,,kd,11.042921835724492
541,1axs,2.6,1998,protein-ligand,,kd,17.890052492890195
542,1br8,2.9,1998,protein-ligand,,kd,10.92513880006811
543,1a1e,2.2,1998,protein-ligand,6.0,kd,13.815510557964274
544,2izl,1.48,1998,protein-ligand,6.0,kd,13.815510557964274
545,1vwl,1.45,1998,protein-ligand,,kd,12.969642290386664
546,1azl,1.8,1998,protein-ligand,,kd,19.847797099592512
547,1a08,2.2,1998,protein-ligand,,kd,12.940041820610373
548,1akw,1.75,1998,protein-ligand,,kd,19.767754391918974
549,1b3g,2.0,1998,protein-ligand,6.7,kd,15.424948470398375
550,4tmk,1.98,1998,protein-ligand,7.7,kd,17.72753356339242
551,3pcn,2.4,1998,protein-ligand,3.66,kd,8.421883011611913
552,1amw,1.85,1998,protein-ligand,4.54,kd,10.4482147279778
553,1b2h,1.9,1998,protein-ligand,4.54,kd,10.4482147279778
554,1a99,2.2,1998,protein-ligand,5.7,kd,13.122363377404328
555,1akt,1.8,1998,protein-ligand,,kd,19.56011502714073
556,1b4h,1.9,1998,protein-ligand,5.46,kd,12.580039086578967
557,1a3e,1.85,1998,protein-ligand,,kd,19.470502868451042
558,1bm7,2.0,1998,protein-ligand,7.52,kd,17.322068455284256
559,1vwf,1.92,1998,protein-ligand,,kd,14.98669353946722
560,5tmp,1.98,1998,protein-ligand,7.47,kd,17.196905312330248
561,1bhf,1.8,1998,protein-ligand,4.38,kd,10.077840939680906
562,1swg,1.8,1998,protein-ligand,7.36,kd,16.941351516865286
563,4rsk,2.1,1998,protein-ligand,4.32,kd,9.956888329263244
564,1a0t,2.4,1998,protein-ligand,,kd,2.995732273553991
565,1at5,1.8,1998,protein-ligand,,kd,9.656627474604603
566,1aku,1.9,1998,protein-ligand,,kd,14.10854023674265
567,1b05,2.0,1998,protein-ligand,7.12,kd,16.4057777234101
568,1b32,1.75,1998,protein-ligand,7.1,kd,16.353817984479388
569,1at6,1.8,1998,protein-ligand,,kd,9.372859301473957
570,1awi,2.2,1998,protein-ligand,,kd,9.315700887634009
571,1usn,1.8,1998,protein-ligand,7.74,ki,17.832894079050245
572,2qwe,2.0,1998,protein-ligand,7.48,ki,17.22675827547993
573,1bv7,2.0,1998,protein-ligand,10.3,ki,23.7189981105004
574,1a5g,2.06,1998,protein-ligand,,ki,23.368341238887233
575,1xug,1.5,1998,protein-ligand,7.05,ki,16.223456166616145
576,1bxo,0.95,1998,protein-ligand,10.0,ki,23.025850929940457
577,1bv9,2.0,1998,protein-ligand,9.96,ki,22.93054075013613
578,1a52,2.8,1998,protein-ligand,,ki,22.703767430771343
579,1bhx,2.3,1998,protein-ligand,6.84,ki,15.746532094525836
580,1tbz,2.3,1998,protein-ligand,,ki,22.555847300694722
581,1bdr,2.8,1998,protein-ligand,,ki,15.376158306228943
582,2usn,2.2,1998,protein-ligand,6.51,ki,14.98669353946722
583,1moq,1.57,1998,protein-ligand,3.46,ki,7.957577403480815
584,1alw,2.03,1998,protein-ligand,6.52,ki,15.01948336229021
585,1bdq,2.5,1998,protein-ligand,6.34,ki,14.59203934746327
586,1met,1.9,1998,protein-ligand,9.4,ki,21.639556568820566
587,10gs,2.2,1998,protein-ligand,6.4,ki,14.73180128983843
588,1br6,2.3,1998,protein-ligand,3.22,ki,7.418580902748128
589,1ayu,2.2,1998,protein-ligand,,ki,21.079940780885142
590,1tsl,2.5,1998,protein-ligand,,ki,14.172185501903007
591,1awh,3.0,1998,protein-ligand,,ki,14.001840136155767
592,1meu,1.9,1998,protein-ligand,,ki,14.038654109278484
593,2wed,1.5,1998,protein-ligand,6.1,ki,14.038654109278484
594,1awf,2.2,1998,protein-ligand,,ki,13.845969765448983
595,3pcf,2.15,1998,protein-ligand,6.05,ki,13.9208710736221
596,1tsm,3.0,1998,protein-ligand,,ki,13.815510557964274
597,2pri,2.3,1998,protein-ligand,,ki,6.700741109597811
598,1a4w,1.8,1998,protein-ligand,5.92,ki,13.633189001170319
599,1bdl,2.8,1998,protein-ligand,,ki,13.471920853574197
600,3tlh,2.0,1998,protein-ligand,,ki,20.317800728838247
601,2amv,2.3,1998,protein-ligand,,ki,20.253262207700676
602,1a8t,2.55,1998,protein-ligand,,ki,13.345506928718539
603,3pce,2.06,1998,protein-ligand,2.0,ki,4.605170185988091
604,1ayv,2.3,1998,protein-ligand,,ki,18.420680743952367
605,1b5g,2.07,1998,protein-ligand,,ki,18.420680743952367
606,1mem,1.8,1998,protein-ligand,,ki,18.280918801577208
607,2wec,1.5,1998,protein-ligand,3.96,ki,9.115030192171858
608,1a9m,2.3,1998,protein-ligand,6.92,ki,15.944142343834882
609,1hvh,1.8,1998,protein-ligand,7.96,ki,18.32537056414804
610,1au2,2.6,1998,protein-ligand,,ki,18.158316479484874
611,1ilq,,1998,protein-ligand,,ki,11.250561200502737
612,2qwd,2.0,1998,protein-ligand,4.85,ki,11.176453228349015
613,1b4d,2.0,1998,protein-ligand,,ki,11.068239643708782
614,1hxw,1.8,1998,protein-ligand,10.82,ki,18.0152156358442
615,1bju,1.8,1998,protein-ligand,4.8,ki,11.042921835724492
616,2qwb,2.0,1998,protein-ligand,2.74,ki,6.3089187778934335
617,6cgt,2.6,1998,protein-ligand,,ki,13.815510557964274
618,2qwf,1.9,1998,protein-ligand,5.67,ki,13.0454023362682
619,4mbp,1.7,1998,protein-ligand,,ki,12.98260143502917
620,1a61,2.2,1998,protein-ligand,,ki,19.847797099592512
621,1bwa,1.9,1998,protein-ligand,8.6,ki,19.806975105072254
622,1bjv,1.8,1998,protein-ligand,5.54,ki,12.750799820971846
623,1a46,2.12,1998,protein-ligand,,ki,13.122363377404328
624,1b0f,3.0,1998,protein-ligand,,ki,17.72753356339242
625,1mes,1.9,1998,protein-ligand,7.7,ki,17.72753356339242
626,1bjr,2.44,1998,protein-ligand,,ki,17.678743399222988
627,1au0,2.6,1998,protein-ligand,,ki,17.632223383588094
628,5fiv,1.9,1998,protein-ligand,,ki,17.632223383588094
629,1a7t,1.85,1998,protein-ligand,,ki,3.7722610630529876
630,1afk,1.7,1998,protein-ligand,6.62,ki,15.24262691360442
631,3pcc,1.98,1998,protein-ligand,,ki,8.334871634622283
632,3jdw,2.4,1998,protein-ligand,3.6,ki,8.282121069236753
633,2hpa,2.9,1998,protein-ligand,,ki,10.596634733096073
634,2qwc,1.6,1998,protein-ligand,3.55,ki,8.180720954795024
635,1hfs,1.7,1998,protein-ligand,8.7,ki,20.030118656386467
636,1ohr,2.1,1998,protein-ligand,8.7,ki,20.030118656386467
637,1a8i,1.78,1998,protein-ligand,,ki,12.716898269296165
638,1bwb,1.8,1998,protein-ligand,8.42,ki,19.38826477021407
639,2prj,2.3,1998,protein-ligand,,ki,10.349774655164548
640,1lox,2.4,1998,protein-ligand,,ki,12.716898269296165
641,1b11,1.9,1998,protein-ligand,,ki,17.0096937702421
642,1bxq,1.41,1998,protein-ligand,7.38,ki,16.985596218663044
643,3pcb,2.19,1998,protein-ligand,,ki,5.521460917862246
644,1bq3,2.7,1998,protein-ligand,,ki,12.429216196844383
645,3pch,2.05,1998,protein-ligand,,ki,12.429216196844383
646,1a28,1.8,1998,protein-ligand,8.29,ki,19.09402529721613
647,1auj,2.1,1998,protein-ligand,,ki,19.000499239205308
648,1a30,2.0,1998,protein-ligand,4.3,ki,9.903487552536129
649,1afl,1.7,1998,protein-ligand,6.28,ki,14.469437025370938
650,1axr,2.3,1998,protein-ligand,,ki,7.523941418405954
651,1ibc,2.73,1998,protein-ligand,,ki,16.69791414621126
652,3pcg,1.96,1998,protein-ligand,2.3,ki,5.298317366548036
653,1a69,2.1,1998,protein-ligand,5.3,ki,12.206072645530174
654,16pk,1.6,1998,protein-ligand,,ki,12.02375108873622
655,1bq4,2.5,1998,protein-ligand,5.22,ki,12.02375108873622
656,3bls,2.3,1998,protein-ligand,,ki,11.82763620980993
657,2web,1.5,1998,protein-ligand,5.12,ki,11.78736231067199
658,6fiv,1.9,1998,protein-ligand,,ki,18.607010322143857
659,1aw1,2.7,1998,protein-ligand,,ki,2.419118909249997
660,1stc,2.3,1998,protein-ligand,8.1,ki,18.643824295266576
661,1jfh,2.03,1998,protein-ligand,,ki,4.710530701645918
662,1br5,2.5,1998,protein-ligand,,ki,6.214608098422191
663,1a4m,1.95,1998,protein-ligand,,ki,23.025850929940457
664,1a4g,2.2,1999,protein-ligand,,ic50,19.33697147582652
665,1bl7,2.5,1999,protein-ligand,,ic50,17.778826857779972
666,1bmk,2.4,1999,protein-ligand,,ic50,17.50439001207821
667,1qf5,2.0,1999,protein-ligand,,ic50,16.96206572125285
668,1bqm,3.1,1999,protein-ligand,,ic50,16.916603347176093
669,1a9u,2.5,1999,protein-ligand,,ic50,16.85206482603852
670,1db4,2.2,1999,protein-ligand,,ic50,16.68021456911186
671,1db5,2.8,1999,protein-ligand,,ic50,15.699385316100134
672,1bl6,2.5,1999,protein-ligand,,ic50,15.648092021712584
673,1qfs,2.0,1999,protein-ligand,,ic50,21.83192846146802
674,1qti,2.5,1999,protein-ligand,,ic50,14.837161805496255
675,1vij,2.4,1999,protein-ligand,,ic50,21.927238641272346
676,1c3r,2.0,1999,protein-ligand,,ic50,14.73180128983843
677,1bqn,3.3,1999,protein-ligand,,ic50,14.326336181730264
678,1qf4,2.2,1999,protein-ligand,,ic50,14.223478796290557
679,1cj1,3.0,1999,protein-ligand,,ic50,20.253262207700676
680,1a86,2.0,1999,protein-ligand,,ic50,9.200390041123015
681,1biw,2.5,1999,protein-ligand,,ic50,16.07887493780504
682,5prc,2.35,1999,protein-ligand,,ic50,11.250561200502737
683,2cbr,2.8,1999,protein-ligand,,ic50,15.781623414337107
684,1cx9,2.3,1999,protein-ligand,,ic50,15.541482286654325
685,6prc,2.3,1999,protein-ligand,,ic50,10.982297213908058
686,1bqo,2.3,1999,protein-ligand,,ic50,17.81091517233147
687,3erk,2.1,1999,protein-ligand,,ic50,10.92513880006811
688,1qs4,2.1,1999,protein-ligand,,ic50,12.98260143502917
689,1bio,1.5,1999,protein-ligand,,ic50,12.750799820971846
690,1b9v,2.35,1999,protein-ligand,,ic50,8.403864506109235
691,1zfp,1.8,1999,protein-ligand,,ic50,17.46516929892493
692,1qpf,2.5,1999,protein-ligand,,ic50,17.42742897094208
693,4erk,2.2,1999,protein-ligand,,ic50,10.519673691959945
694,1czq,1.5,1999,protein-ligand,,ic50,10.4482147279778
695,1qpl,2.9,1999,protein-ligand,,ic50,19.591863725455312
696,1b2i,,1999,protein-ligand,,ic50,12.684108446473173
697,1a4q,1.9,1999,protein-ligand,,ic50,12.53457671250221
698,1a85,2.0,1999,protein-ligand,,ic50,10.41431317630212
699,1c50,2.3,1999,protein-ligand,,ic50,14.91212484396971
700,1bug,2.7,1999,protein-ligand,,ic50,10.054310442270712
701,3znc,2.8,1999,protein-ligand,,ic50,16.90995880445742
702,1c9d,2.3,1999,protein-ligand,,ic50,14.510659741194893
703,1eve,2.5,1999,protein-ligand,,ic50,18.982799662105908
704,3cbs,2.0,1999,protein-ligand,,ic50,16.662822826399992
705,7prc,2.65,1999,protein-ligand,,ic50,11.990961265913228
706,2cbs,2.1,1999,protein-ligand,,ic50,18.931506367718356
707,1cw2,2.0,1999,protein-ligand,,ic50,14.150983294252404
708,1c5f,2.47,1999,protein-ligand,,ic50,13.966333447698858
709,1b9t,2.4,1999,protein-ligand,,ic50,11.736069016284437
710,1tc1,1.41,1999,protein-ligand,,ic50,6.214608098422191
711,1b9s,2.5,1999,protein-ligand,,ic50,7.31272051204865
712,1a7c,1.95,1999,protein-ligand,,kd,9.210340371976184
713,1bnm,2.6,1999,protein-ligand,,kd,23.025850929940457
714,1bnn,2.3,1999,protein-ligand,10.0,kd,23.025850929940457
715,1d3v,1.7,1999,protein-ligand,,kd,16.022785471153995
716,1swr,1.9,1999,protein-ligand,6.92,kd,15.935774094164366
717,1a42,2.25,1999,protein-ligand,,kd,22.763486665472964
718,1bn3,2.2,1999,protein-ligand,9.89,kd,22.763486665472964
719,1bnt,2.15,1999,protein-ligand,9.8,kd,22.555847300694722
720,1bkj,1.8,1999,protein-ligand,,kd,15.58746739989615
721,1b2m,2.0,1999,protein-ligand,,kd,8.59515473288595
722,5fwg,2.0,1999,protein-ligand,,kd,15.476241764785925
723,2a2g,2.9,1999,protein-ligand,,kd,16.11809565095832
724,1bnu,2.15,1999,protein-ligand,9.7,kd,22.33270374938051
725,1a4r,2.5,1999,protein-ligand,6.66,kd,15.32963829059405
726,2ay3,2.4,1999,protein-ligand,,kd,8.180720954795024
727,1a50,2.3,1999,protein-ligand,,kd,15.424948470398375
728,1bnq,2.4,1999,protein-ligand,9.49,kd,21.862700120134775
729,1rpj,1.8,1999,protein-ligand,6.48,kd,14.924173182485886
730,1ct8,2.2,1999,protein-ligand,,kd,15.01948336229021
731,1bn1,2.1,1999,protein-ligand,9.34,kd,21.499794626445407
732,1bn4,2.1,1999,protein-ligand,9.31,kd,21.436615724823877
733,1azx,2.9,1999,protein-ligand,,kd,21.639556568820566
734,1d4p,2.07,1999,protein-ligand,6.3,kd,14.508657738524219
735,1czl,1.8,1999,protein-ligand,,kd,21.065756145893186
736,2ay6,2.2,1999,protein-ligand,,kd,7.156216638280637
737,1bnw,2.25,1999,protein-ligand,9.08,kd,20.909595415137904
738,1czr,1.9,1999,protein-ligand,,kd,20.72326583694641
739,2ay4,2.2,1999,protein-ligand,,kd,6.6926438993651916
740,2ans,2.5,1999,protein-ligand,5.92,kd,13.633189001170319
741,1ork,2.4,1999,protein-ligand,8.81,kd,20.278580015684966
742,1bnv,2.4,1999,protein-ligand,8.77,kd,20.192637585884242
743,1c12,2.6,1999,protein-ligand,,kd,20.081411950774015
744,2bow,2.8,1999,protein-ligand,,kd,9.210340371976184
745,1fpp,2.75,1999,protein-ligand,,kd,18.420680743952367
746,1b9j,1.8,1999,protein-ligand,5.96,kd,13.72020037815995
747,1qka,1.8,1999,protein-ligand,5.92,kd,13.633189001170319
748,1a37,3.6,1999,protein-ligand,,kd,15.935774094164366
749,1d4w,1.8,1999,protein-ligand,,kd,15.935774094164366
750,1vr1,1.9,1999,protein-ligand,,kd,15.871235573026794
751,2ay2,2.4,1999,protein-ligand,,kd,4.3351430487750315
752,3tmk,2.0,1999,protein-ligand,6.87,kd,15.817991058507982
753,1bky,2.0,1999,protein-ligand,,kd,8.845697258388274
754,1bux,2.8,1999,protein-ligand,,kd,11.176453228349015
755,1mxl,,1999,protein-ligand,,kd,8.778557955550644
756,1d2e,1.94,1999,protein-ligand,6.0,kd,13.815510557964274
757,2ay5,2.4,1999,protein-ligand,,kd,5.9522438339547
758,1bgq,2.5,1999,protein-ligand,8.57,kd,19.730014063936128
759,3kiv,1.8,1999,protein-ligand,4.7,kd,10.819778284410283
760,1qsc,2.4,1999,protein-ligand,,kd,8.468403027246806
761,1sm3,1.95,1999,protein-ligand,,kd,10.637456727616328
762,1d7i,1.9,1999,protein-ligand,3.6,kd,8.294049640102028
763,5a3h,1.82,1999,protein-ligand,,kd,10.53084699255807
764,1b58,1.8,1999,protein-ligand,6.59,kd,15.162584205930884
765,1d04,1.85,1999,protein-ligand,,kd,10.557414019942792
766,1czo,1.85,1999,protein-ligand,,kd,10.48330604778907
767,2pcp,2.2,1999,protein-ligand,8.7,kd,20.030118656386467
768,1bt6,2.4,1999,protein-ligand,,kd,13.122363377404328
769,1yei,1.9,1999,protein-ligand,7.46,kd,17.167917775457
770,1yej,1.85,1999,protein-ligand,7.46,kd,17.167917775457
771,1b5j,1.8,1999,protein-ligand,7.43,kd,17.11234792430219
772,1bzy,2.0,1999,protein-ligand,8.34,kd,19.19720953345136
773,1b55,2.4,1999,protein-ligand,7.4,kd,17.034386382832476
774,1qja,2.0,1999,protein-ligand,,kd,14.692580576685147
775,1b51,1.8,1999,protein-ligand,7.37,kd,16.96206572125285
776,1qkb,1.8,1999,protein-ligand,7.35,kd,16.916603347176093
777,2ay7,2.4,1999,protein-ligand,,kd,5.298317366548036
778,2ay1,2.2,1999,protein-ligand,,kd,5.270702199515063
779,1clu,1.7,1999,protein-ligand,,kd,19.03686688337618
780,2ay8,2.2,1999,protein-ligand,,kd,5.149897361429764
781,1d7j,1.85,1999,protein-ligand,3.3,kd,7.600902459542082
782,1b46,1.8,1999,protein-ligand,5.28,kd,12.166851932376892
783,1b40,2.2,1999,protein-ligand,7.28,kd,16.75297392339429
